smiles,ames,source,split
CC(=O)Nc1ccc(N/N=C2\C=C(C)C=CC2=O)cc1,1.0,isssty,Train/Validation
Nc1ncnc2c1ncn2Cc1ccc([N+](=O)[O-])cc1,1.0,isssty,Train/Validation
CNc1ccc(O)cc1.CNc1ccc(O)cc1.O=S(=O)(O)O,1.0,isssty,Train/Validation
Oc1c(I)cc(Cl)c2cccnc12,0.0,isssty,Train/Validation
CC(Cl)Cl,0.0,isssty,Train/Validation
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],0.0,isssty,Train/Validation
ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,0.0,isssty,Train/Validation
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,1.0,isssty,Train/Validation
Nc1ncnc2nc(-c3ccc([N+](=O)[O-])cc3)[nH]c12,1.0,isssty,Train/Validation
CC(=O)c1cccc([N+](=O)[O-])c1,0.0,isssty,Train/Validation
O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,1.0,isssty,Train/Validation
Cc1cnc2ccc3c(nc(N)n3C)c2n1,1.0,isssty,Train/Validation
CC(=O)Cl,0.0,isssty,Train/Validation
C=CC(C)C#N,0.0,isssty,Train/Validation
O=[N+]([O-])c1c(O)c(Cl)cc(Cl)c1Cl,0.0,isssty,Train/Validation
CCCCCCCCC=O,0.0,isssty,Train/Validation
COc1ccc(C(=O)c2ccccc2)c(O)c1,0.0,isssty,Train/Validation
O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,0.0,isssty,Train/Validation
COc1ccc(N)cc1,1.0,isssty,Train/Validation
CN(C)c1ccc(/N=N/c2ccccc2)cc1,1.0,isssty,Train/Validation
CCOc1ccc(N=O)cc1,1.0,isssty,Train/Validation
O=C(Br)CBr,1.0,isssty,Train/Validation
CCC(=O)O,0.0,isssty,Train/Validation
C=CCN=C=S,0.0,isssty,Train/Validation
C=Cc1cccc(C)c1,0.0,isssty,Train/Validation
O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,1.0,isssty,Train/Validation
Cc1ccc(N)cc1C,0.0,isssty,Train/Validation
O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO,0.0,isssty,Train/Validation
CC(N)Cc1ccccc1.CC(N)Cc1ccccc1.O=S(=O)(O)O,0.0,isssty,Train/Validation
c1ccc2c(c1)ccc1ccccc12,0.0,isssty,Train/Validation
Cc1cccc(Br)c1,0.0,isssty,Train/Validation
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,1.0,isssty,Train/Validation
c1cc2c3c(cccc3c1)CC2,0.0,isssty,Train/Validation
Cc1ccc(Br)cc1,0.0,isssty,Train/Validation
O=S(=O)([O-])[O-].OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO,0.0,isssty,Train/Validation
O=[N+]([O-])c1cc(O)c2ccc3cccc4ccc1c2c34,1.0,isssty,Train/Validation
C[Hg+].[OH-],0.0,isssty,Train/Validation
Cc1ccc(N=C=O)cc1N=C=O,1.0,isssty,Train/Validation
CC(=O)N(O)c1ccc2c(c1)Cc1ccccc1-2,1.0,isssty,Train/Validation
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,0.0,isssty,Train/Validation
O=C1c2c(O)ccc([N+](=O)[O-])c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,1.0,isssty,Train/Validation
CCCCOCCOCCSC#N,0.0,isssty,Train/Validation
CCCCCCC=O,0.0,isssty,Train/Validation
CCCCCCC(=O)O,0.0,isssty,Train/Validation
O=[N+]([O-])c1ccc2c(c1)Oc1ccccc1O2,1.0,isssty,Train/Validation
Oc1cc(Cl)c(Cl)c(Cl)c1,0.0,isssty,Train/Validation
CC(O)C#N,0.0,isssty,Train/Validation
N#Cc1cccc(C#N)c1,0.0,isssty,Train/Validation
O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1/N=N/c1ccc(S(=O)(=O)[O-])cc1.O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1/N=N/c1ccc(S(=O)(=O)[O-])cc1.O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1/N=N/c1ccc(S(=O)(=O)[O-])cc1.[Al+3],0.0,isssty,Train/Validation
Nc1cc2nc3ccccc3[nH]c-2cc1=O,1.0,isssty,Train/Validation
O=[N+]([O-])c1cc2c3ccccc3ccc2c2ccccc12,1.0,isssty,Train/Validation
CC(CC(=O)O)C(=O)O,0.0,isssty,Train/Validation
CCN(N=O)C(N)=O,1.0,isssty,Train/Validation
CC(=O)c1ccccc1[N+](=O)[O-],0.0,isssty,Train/Validation
CN(C)N/N=C1/N=CN=C1C(N)=O,1.0,isssty,Train/Validation
Nc1ccc(O)c([N+](=O)[O-])c1,0.0,isssty,Train/Validation
O=C(O)C(Br)Br,1.0,isssty,Train/Validation
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.0,isssty,Train/Validation
CCCCCCCCCCCC(=O)O,0.0,isssty,Train/Validation
O=[N+]([O-])c1ccc(Nc2ncnc3c2ncn3-c2ccc([N+](=O)[O-])cc2)cc1,1.0,isssty,Train/Validation
c1cc2ccc3cccc4ccc(c1)c2c34,1.0,isssty,Train/Validation
COc1ccccc1/C=C/C=O,0.0,isssty,Train/Validation
CN(C)/N=N/c1ccc(Cl)cc1,1.0,isssty,Train/Validation
CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,0.0,isssty,Train/Validation
O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1.[Na+].[Na+],0.0,isssty,Train/Validation
O=[Si]([O-])[O-].O=[Si]([O-])[O-].[Al+3].[Na+],0.0,isssty,Train/Validation
Cc1cc(-c2ccc(N)c(C)c2)ccc1N,1.0,isssty,Train/Validation
CCCCOP(=O)(OCCCC)OCCCC,0.0,isssty,Train/Validation
O=C1c2ccccc2C(=O)c2c1cc(O)c(CO)c2O,1.0,isssty,Train/Validation
Nc1ccc2ccc3cccc4ccc1c2c34,1.0,isssty,Train/Validation
CCC(C)(C)C,0.0,isssty,Train/Validation
COc1ccc(C)cc1N,1.0,isssty,Train/Validation
CCCCC(CC)COCC1CO1,0.0,isssty,Train/Validation
CC(=O)Nc1ccccc1,0.0,isssty,Train/Validation
CCOC(=O)C1OC1c1ccccc1,0.0,isssty,Train/Validation
O=[N+]([O-])c1ccc2ccc3cc4ccccc4c4ccc1c2c34,1.0,isssty,Train/Validation
CC/C=C/C=C/C=C/C=C/C=C/OC[C@@H](O)CO,1.0,isssty,Train/Validation
Nc1c(Cl)cc(Cl)cc1Cl,0.0,isssty,Train/Validation
O=C(O)/C=C/c1ccccc1,0.0,isssty,Train/Validation
CN(CCO)CCO,0.0,isssty,Train/Validation
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.0,isssty,Train/Validation
CCC(C)Nc1ccc(NC(C)CC)cc1,0.0,isssty,Train/Validation
COc1ccccc1N,1.0,isssty,Train/Validation
Cc1c(N)cc([N+](=O)[O-])cc1[N+](=O)[O-],1.0,isssty,Train/Validation
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,1.0,isssty,Train/Validation
CCCCOCCOCCO,0.0,isssty,Train/Validation
CC(C)C(C)C,0.0,isssty,Train/Validation
Nc1ccc(Cc2ccc(N)cc2)cc1,1.0,isssty,Train/Validation
O=C(Cl)c1ccc(Cl)cc1Cl,1.0,isssty,Train/Validation
Nc1n[nH]c(N)n1,1.0,isssty,Train/Validation
[Ba+2].[Cl-].[Cl-],0.0,isssty,Train/Validation
C1OCOCO1,0.0,isssty,Train/Validation
Nc1ccc(N)c2ccccc12,0.0,isssty,Train/Validation
O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,1.0,isssty,Train/Validation
Cc1c([N+](=O)[O-])cc(N)cc1[N+](=O)[O-],1.0,isssty,Train/Validation
c1ccc2c(c1)ccc1[nH]c3ccc4ccccc4c3c12,0.0,isssty,Train/Validation
CC(=O)OCCC(C)C,0.0,isssty,Train/Validation
NCCO,0.0,isssty,Train/Validation
CCN(Cc1ccccc1)c1ccccc1,0.0,isssty,Train/Validation
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-],0.0,isssty,Train/Validation
O=[N+]([O-])c1ccc(Oc2ccc(N=C=S)cc2)cc1,1.0,isssty,Train/Validation
OCC(CO)(CO)CO,0.0,isssty,Train/Validation
NC(=O)c1ccccc1O,0.0,isssty,Train/Validation
O=[N+]([O-])c1ccc(Cl)cc1,0.0,isssty,Train/Validation
CN(C)/N=N/c1ccc([N+](=O)[O-])cc1,1.0,isssty,Train/Validation
OC/C=C\c1ccccc1,0.0,isssty,Train/Validation
CCSC(=O)Cl,0.0,isssty,Train/Validation
O=P([O-])([O-])[O-].[Fe+3],0.0,isssty,Train/Validation
O=[N+]([O-])c1ccc2c3cccc4cccc(c5cccc1c52)c43,1.0,isssty,Train/Validation
O=C(O)/C=C/c1ccc([N+](=O)[O-])cc1,1.0,isssty,Train/Validation
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,1.0,isssty,Train/Validation
CC(=O)NNc1ccccc1,1.0,isssty,Train/Validation
CN(C)/N=N/c1ccc(Br)cc1,1.0,isssty,Train/Validation
CC(C)[C@@H]1CC[C@H](C)[C@@H]2C=C[C@H](C)C[C@H]21,0.0,isssty,Train/Validation
O[C@H]1C=Cc2cc3ccc4cccc5ccc(c2[C@@H]1O)c3c45,1.0,isssty,Train/Validation
Nc1ccc(/N=N/c2ccc3c(c2)C(=O)/C(=N/Nc2ccc(Nc4ccc(N/N=C5/C(=O)c6cc(/N=N/c7ccc(N)cc7N)ccc6C=C5S(=O)(=O)[O-])cc4S(=O)(=O)[O-])cc2)C(S(=O)(=O)[O-])=C3)c(N)c1.[Na+].[Na+].[Na+],1.0,isssty,Train/Validation
COC(=O)C(c1ccccc1)C1CCCCN1.[Cl-].[H+],0.0,isssty,Train/Validation
NC(CCC(=O)NNc1ccc(CO)cc1)C(=O)O,1.0,isssty,Train/Validation
Nc1cc([N+](=O)[O-])ccc1-c1ccc([N+](=O)[O-])cc1,1.0,isssty,Train/Validation
CCSCCSP(=O)(OC)OC,0.0,isssty,Train/Validation
CN1CCC(CN2c3ccccc3Sc3ccccc32)C1.[Cl-].[H+],0.0,isssty,Train/Validation
C=C(C)CC(C)(C)C,0.0,isssty,Train/Validation
COc1ccc([N+](=O)[O-])cc1,1.0,isssty,Train/Validation
COC(=O)c1ccccc1,0.0,isssty,Train/Validation
O=[N+]([O-])c1cccc(CCl)c1,1.0,isssty,Train/Validation
Cc1ccc(N)c(C)c1,1.0,isssty,Train/Validation
COCC[Hg+].[Cl-],0.0,isssty,Train/Validation
O=Cc1ccc(CO)o1,0.0,isssty,Train/Validation
N#CN=C(N)N,0.0,isssty,Train/Validation
c1ccc2nccnc2c1,0.0,isssty,Train/Validation
O=C/C=C/C=C/C=O,0.0,isssty,Train/Validation
O=[N+]([O-])c1ccccc1CCl,1.0,isssty,Train/Validation
CC(C)(OO)c1ccccc1,1.0,isssty,Train/Validation
COc1cc(-c2ccc(N/N=C3/C(=O)c4c(N)cc(S(=O)(=O)[O-])cc4C=C3S(=O)(=O)[O-])c(OC)c2)ccc1N/N=C1/C(=O)c2c(N)cc(S(=O)(=O)[O-])cc2C=C1S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],1.0,isssty,Train/Validation
C=CCOC(=O)C=C,0.0,isssty,Train/Validation
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,1.0,isssty,Train/Validation
Cc1ccc(/N=N/N(C)C)cc1,1.0,isssty,Train/Validation
CCCCC(CC)CNCC(CC)CCCC,0.0,isssty,Train/Validation
CCCCC(CC)CN,0.0,isssty,Train/Validation
Cc1cc(Cl)ccc1OCC(=O)O,0.0,isssty,Train/Validation
O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccccc1,1.0,isssty,Train/Validation
C/C=C/CC#N,0.0,isssty,Train/Validation
O=[Zn],0.0,isssty,Train/Validation
O.O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Cr+3].[Cr+3],0.0,isssty,Train/Validation
C=C(C)C(=O)OCCO,0.0,isssty,Train/Validation
CCC[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C[C@H](C)[C@]4(C)[C@H]3CC[C@@]21C,0.0,isssty,Train/Validation
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,0.0,isssty,Train/Validation
COC(=O)CCC(=O)OC,0.0,isssty,Train/Validation
O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,0.0,isssty,Train/Validation
Nc1ccccc1C(=O)OC/C=C/c1ccccc1,0.0,isssty,Train/Validation
CCCCOP(=O)(OCCCC)Oc1ccccc1,0.0,isssty,Train/Validation
CC1CCCC1,0.0,isssty,Train/Validation
Nc1ccc(Br)cc1,0.0,isssty,Train/Validation
O=[N+]([O-])c1cccc2oc3ccccc3c12,0.0,isssty,Train/Validation
O.O.O.O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)[O-].[Na+].[Na+].[Na+],0.0,isssty,Train/Validation
O=[N+]([O-])c1cccc2c1oc1ccccc12,1.0,isssty,Train/Validation
CCCCBr,1.0,isssty,Train/Validation
C1CCC(NC2CCCCC2)CC1,0.0,isssty,Train/Validation
C=C(C)C#N,0.0,isssty,Train/Validation
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,0.0,isssty,Train/Validation
NC(=O)N(c1ccccc1)c1ccccc1,0.0,isssty,Train/Validation
N#CC(O)c1ccccc1,0.0,isssty,Train/Validation
CC(C)(C)N,0.0,isssty,Train/Validation
CC1CCC(C(C)C)CC1,0.0,isssty,Train/Validation
CCN(C(=O)N(CC)c1ccccc1)c1ccccc1,0.0,isssty,Train/Validation
Nc1cc(Cl)ccc1Cl,0.0,isssty,Train/Validation
N[C@@H](CS/C(Cl)=C/Cl)C(=O)O,1.0,isssty,Train/Validation
Cc1ccccc1C,0.0,isssty,Train/Validation
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.0,isssty,Train/Validation
Nc1ccc2ccccc2c1/N=N/c1ccccc1,0.0,isssty,Train/Validation
CCCCCCCCCCCCC1CO1,0.0,isssty,Train/Validation
CC(=O)NBr,0.0,isssty,Train/Validation
SCc1ccccc1,0.0,isssty,Train/Validation
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,0.0,isssty,Train/Validation
FC(C(F)(F)F)C(F)(F)F,0.0,isssty,Train/Validation
COc1ccc(C=O)cc1OC,0.0,isssty,Train/Validation
CCCCOCCCC,0.0,isssty,Train/Validation
Cc1cccc(C)c1,0.0,isssty,Train/Validation
Nc1ncnc2c1ncn2-c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1.0,isssty,Train/Validation
C=C1CC[C@H]2C[C@@H]1C2(C)C,0.0,isssty,Train/Validation
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,0.0,isssty,Train/Validation
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.0,isssty,Train/Validation
CCCCCCCCn1sccc1=O,0.0,isssty,Train/Validation
CC/C=C/C#N,0.0,isssty,Train/Validation
CC(C)=CCC/C(C)=C/C=O,0.0,isssty,Train/Validation
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,0.0,isssty,Train/Validation
CC[NH+](CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12.CS(=O)(=O)[O-],1.0,isssty,Train/Validation
Nc1ccccc1Cl,0.0,isssty,Train/Validation
C1CCC2OC2C1,1.0,isssty,Train/Validation
Clc1cccc(Cl)c1,0.0,isssty,Train/Validation
Nc1ccccc1C(=O)OC1CCCCC1,0.0,isssty,Train/Validation
O.O=C([O-])c1ccccn1.[Cr],0.0,isssty,Train/Validation
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,0.0,isssty,Train/Validation
CCC(C)c1ccccc1O,0.0,isssty,Train/Validation
CCCCC(CC)COCCC#N,0.0,isssty,Train/Validation
Nc1ccc(Cl)cc1Cl,0.0,isssty,Train/Validation
CCCCCCCCCCCCCO,0.0,isssty,Train/Validation
CN1CCCC1=O,0.0,isssty,Train/Validation
Cc1cccc(C#N)c1,0.0,isssty,Train/Validation
Cc1ccc(N)cc1.[Cl-].[H+],0.0,isssty,Train/Validation
[O-2].[O-2].[O-2].[Sb+3].[Sb+3],0.0,isssty,Train/Validation
C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,0.0,isssty,Train/Validation
C[S-].[Na+],0.0,isssty,Train/Validation
CC1CO1,1.0,isssty,Train/Validation
CCN(CC)c1cc(NC(C)=O)c(/N=N/c2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,1.0,isssty,Train/Validation
CC1=CC(=O)C=C2CC[C@@H]3[C@H](CC[C@]4(C)C(=O)CC[C@@H]34)[C@@]12C,0.0,isssty,Train/Validation
O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,0.0,isssty,Train/Validation
CCC(C)(C)c1ccc(O)cc1,0.0,isssty,Train/Validation
O=NN1CCOCC1,1.0,isssty,Train/Validation
CCCCCCCCCCCCCCCCCCN,0.0,isssty,Train/Validation
CN(C)c1ccc([C@H]2CC3(C)C(CCC3(O)CCCO)C3CCC4=CC(=O)CCC4=C32)cc1,0.0,isssty,Train/Validation
O=CO,0.0,isssty,Train/Validation
CCCCCCCCCCCC(=O)N(CCO)CCO,0.0,isssty,Train/Validation
CCCCCCCCCCCCS[Sn](CCCC)(CCCC)SCCCCCCCCCCCC,0.0,isssty,Train/Validation
C/C=C(\C)C#N,0.0,isssty,Train/Validation
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,1.0,isssty,Train/Validation
CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC,0.0,isssty,Train/Validation
c1ccc(CSCc2ccccc2)cc1,0.0,isssty,Train/Validation
Cc1cc(C)c(S(=O)(=O)[O-])cc1N/N=C1\C=C(S(=O)(=O)[O-])c2ccccc2C1=O.[Na+].[Na+],0.0,isssty,Train/Validation
C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.[Ni],0.0,isssty,Train/Validation
c1ccc(Nc2ccccc2)cc1,0.0,isssty,Train/Validation
C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,0.0,isssty,Train/Validation
CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21.[Na+],0.0,isssty,Train/Validation
C#C[C@]1(OC(=O)CCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,0.0,isssty,Train/Validation
CCCCC(CC)COCCCN,0.0,isssty,Train/Validation
[C-]#N.[Na+],0.0,isssty,Train/Validation
CCCCCCCCOc1ccc(C(=O)O)cc1,0.0,isssty,Train/Validation
Oc1cccc(Nc2ccccc2)c1,0.0,isssty,Train/Validation
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,0.0,isssty,Train/Validation
Cc1ccc(C#N)cc1,0.0,isssty,Train/Validation
CC(C)c1ccccc1,0.0,isssty,Train/Validation
C/C(C=O)=C/c1ccccc1,0.0,isssty,Train/Validation
C1=CC2C3C=CC(C3)C2C1,0.0,isssty,Train/Validation
Nc1ccc(/C=C/c2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,0.0,isssty,Train/Validation
O=C(O)CCCOc1ccc(Cl)cc1Cl,0.0,isssty,Train/Validation
COc1ccc2cc(C(C)C(=O)O)ccc2c1,0.0,isssty,Train/Validation
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3C13CC[C@]2(O)[C@@H](O)C3,0.0,isssty,Train/Validation
CCCOC(=O)c1cc(O)c(O)c(O)c1,0.0,isssty,Train/Validation
Nc1c2ccccc2nc2ccccc12.O.[Cl-].[H+],1.0,isssty,Train/Validation
N#C/C(N)=C(/N)C#N,0.0,isssty,Train/Validation
CCCCC(C=O)CC,0.0,isssty,Train/Validation
Nc1ccc([N+](=O)[O-])c(O)c1,0.0,isssty,Train/Validation
CCCCCCCCCCCCCCCCCC(=O)[O-].[Cl-].[Cl-].[Cl-].[Cl-].[Cr+3].[Cr+3].[OH-],1.0,isssty,Train/Validation
c1cscn1,0.0,isssty,Train/Validation
CC(=O)[O-].CC(=O)[O-].O.O.O.O.[Co+2],1.0,isssty,Train/Validation
O=[Mo](=O)=O,0.0,isssty,Train/Validation
OCC(Cl)CCl,1.0,isssty,Train/Validation
O=[N+]([O-])c1ccc2oc3ccccc3c2c1,1.0,isssty,Train/Validation
O=Cc1ccc([N+](=O)[O-])cc1,1.0,isssty,Train/Validation
Nc1cccc([N+](=O)[O-])c1N,1.0,isssty,Train/Validation
N#CC(Cl)Cl,1.0,isssty,Train/Validation
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,0.0,isssty,Train/Validation
NCCN,1.0,isssty,Train/Validation
CCCCCCCCCCCCCC(=O)N[N+](C)(C)CC(C)[O-],0.0,isssty,Train/Validation
O=[N+]([O-])c1cc2ccccc2c2ccccc12,1.0,isssty,Train/Validation
CCN(CC)C(=O)/C(Cl)=C(\C)OP(=O)(OC)OC,1.0,isssty,Train/Validation
NNC(=O)c1ccncc1,1.0,isssty,Train/Validation
C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,0.0,isssty,Train/Validation
O=[N+]([O-])c1cc([N+](=O)[O-])c2ccc3cccc4ccc1c2c43,1.0,isssty,Train/Validation
COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O,0.0,isssty,Train/Validation
Oc1cccc(O)c1O,1.0,isssty,Train/Validation
[K+].[O-][Br+2]([O-])[O-],1.0,isssty,Train/Validation
c1ccoc1,0.0,isssty,Train/Validation
O=[N+]([O-])c1ccccc1Nc1ccccc1,0.0,isssty,Train/Validation
O=c1cn[nH]c(=O)[nH]1,1.0,isssty,Train/Validation
CNNCc1ccc(C(=O)NC(C)C)cc1.[Cl-].[H+],0.0,isssty,Train/Validation
Oc1ccc(O)c(O)c1,0.0,isssty,Train/Validation
CC(C)=O,0.0,isssty,Train/Validation
CCCN(CCC)C(=O)SCC,0.0,isssty,Train/Validation
Nc1c(Br)cc(Br)c2c1C(=O)c1ccccc1C2=O,1.0,isssty,Train/Validation
Cc1cc2ncccc2c2nc(N)n(C)c12,1.0,isssty,Train/Validation
C=CC=O,1.0,isssty,Train/Validation
Oc1cc(Cl)cc(Cl)c1Cl,0.0,isssty,Train/Validation
CC(C)CCCCCOC(=O)CS[Sn](C)(SCC(=O)OCCCCCC(C)C)SCC(=O)OCCCCCC(C)C,0.0,isssty,Train/Validation
C/C=C/C=C/C=O,1.0,isssty,Train/Validation
O=C(CBr)c1ccccc1,0.0,isssty,Train/Validation
N#CCO,0.0,isssty,Train/Validation
CCC(C)(OO)OOC(C)(CC)OO,0.0,isssty,Train/Validation
COc1cc(N)c2c(c1N)C(=O)c1ccccc1C2=O,0.0,isssty,Train/Validation
COc1ccccc1N/N=C1\C(=O)C=Cc2ccccc21,1.0,isssty,Train/Validation
ClCCCBr,1.0,isssty,Train/Validation
CCN(CCCl)c1ccc(CCCNc2c3ccccc3nc3ccccc23)cc1,1.0,isssty,Train/Validation
CC(C)CC(C)O,0.0,isssty,Train/Validation
CC(=O)CC(=O)Nc1ccccc1C,0.0,isssty,Train/Validation
CC(C)(C)c1ccc(O)c(O)c1,0.0,isssty,Train/Validation
Cc1c(N)cc(N)cc1[N+](=O)[O-],1.0,isssty,Train/Validation
CCCCCCCCCCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCCCCCCCC,0.0,isssty,Train/Validation
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,0.0,isssty,Train/Validation
C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(O)C3,1.0,isssty,Train/Validation
O=c1ccc(=O)c2c(=O)c(Cl)c(Cl)c(=O)c1=2,1.0,isssty,Train/Validation
O=C1C=CC(=O)c2c(O)ccc(O)c21,1.0,isssty,Train/Validation
O=C(O)c1ccccc1O,0.0,isssty,Train/Validation
O=[N+]([O-])c1ccc2c(c1)oc1ccc([N+](=O)[O-])cc12,1.0,isssty,Train/Validation
O=[N+]([O-])c1ccc2oc3ccc([N+](=O)[O-])cc3c2c1,1.0,isssty,Train/Validation
CCCCCCCCCCCCOCC1CO1,0.0,isssty,Train/Validation
CC(C)(C)C1=CC(=O)C=CC1=O,0.0,isssty,Train/Validation
O=[N+]([O-])c1ccc2c(c1)Oc1ccc([N+](=O)[O-])cc1O2,1.0,isssty,Train/Validation
CCCC[C@H](C)[C@@H](OC(=O)C[C@H](CC(=O)O)C(=O)O)[C@@H](C[C@H](C)C[C@@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@H](CC(=O)O)C(=O)O,0.0,isssty,Train/Validation
Cn1cnc2c1c(=O)[nH]c(=O)n2C,0.0,isssty,Train/Validation
O=C1C=CC(=O)c2c(O)c(Cl)c(Cl)c(O)c21,1.0,isssty,Train/Validation
O=C/C(Br)=C\c1ccccc1,1.0,isssty,Train/Validation
O=C1C=C(Nc2ccccc2)C(=O)c2ccccc21,1.0,isssty,Train/Validation
CCC1CCC(CCC(=O)[O-])C1.CCC1CCC(CCC(=O)[O-])C1.[Co+2],0.0,isssty,Train/Validation
Clc1cccc2ccccc12,0.0,isssty,Train/Validation
COc1ccc(C=O)cc1,0.0,isssty,Train/Validation
NCc1ccc(CN)cc1,1.0,isssty,Train/Validation
O=C(OCC1CO1)c1cccc(C(=O)OCC2CO2)c1,1.0,isssty,Train/Validation
S=c1[nH]c2ccccc2[nH]1,0.0,isssty,Train/Validation
Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,0.0,isssty,Train/Validation
CCCCCCCCO,0.0,isssty,Train/Validation
c1ccc2c(c1)ccc1c3ccccc3ccc21,1.0,isssty,Train/Validation
COc1c2ccccc2nc2occc12,1.0,isssty,Train/Validation
CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,0.0,isssty,Train/Validation
[SiH4],1.0,isssty,Train/Validation
O=[N+]([O-])c1ccc(CCl)cc1,1.0,isssty,Train/Validation
CCN(CCCl)c1ccc(OCCCCCNc2c3ccccc3nc3ccccc23)cc1,1.0,isssty,Train/Validation
NC1=CC(=O)C(=O)c2ccccc21,1.0,isssty,Train/Validation
O=[N+]([O-])c1ccc2ccc3c(O)ccc4ccc1c2c43,1.0,isssty,Train/Validation
